program_id,school_name,city,state,program_url,url_status,search_attempts,url_confidence,fact_sheet_url,search_query_used,scrape_notes,estimated_year,validation_status,rejection_reason,total_program_cost,data_year,tuition_per_year,fees_per_year,rediscovery_status,apta_program_url,outcomes_url,extracted_from_url,graduation_rate_pct,board_pass_rate_pct,employment_rate_pct,apta_landing_confirmed,program_length_months,extraction_notes,cost_basis,cost_components,tuition_instate,tuition_is_oos,cost_source_url
47,Northern Arizona University - EXPANSION PROGRAM  in PHOENIX,,Arizona,,url_found,3,high,https://healthprofessions.publichealth.arizona.edu/academics/physical-therapy-program/admissions/financial-fact-sheet,Northern Arizona University - EXPANSION PROGRAM  in PHOENIX DPT financial fact sheet,,,fetch_failed,no_url,100559,2025-2026,21696,,not_found,,,,,,,,33,"len:-program/admissions/financial-fact-sheet|Out-of-state rate; in-state total $100,559",total,"OOS tuition + fees + expenses, Cohort One",,,https://healthprofessions.publichealth.arizona.edu/academics/physical-therapy-program/admissions/financial-fact-sheet
51,Northern Arizona University - Hybrid Expansion Program,,Arizona,,url_found,3,high,https://legacy.nau.edu/wp-content/uploads/sites/147/10.2023-Hybrid_dpt-student-financial-fact-sheet_Hybrid.pdf,Northern Arizona University - Hybrid Expansion Program DPT financial fact sheet,,,valid,,105066,2023-2024,35033,13000,found,,,https://legacy.nau.edu/wp-content/uploads/sites/147/10.2023-Hybrid_dpt-student-financial-fact-sheet_Hybrid.pdf,,,,,32,cost+len:fact_sheet_stale,per_year,$35033/yr OOS + $13000/yr fees + $4500/yr other,17540,yes,https://legacy.nau.edu/wp-content/uploads/sites/147/10.2023-Hybrid_dpt-student-financial-fact-sheet_Hybrid.pdf
50,Tufts University - Phoenix,,Arizona,https://medicine.tufts.edu/admissions-financial-aid/admission-program/doctor-physical-therapy/dpt-phoenix,url_found,3,high,https://acapt.org/docs/default-source/default-document-library/doctor-of-physical-therapy-program-financial-fact-sheet-2020-2021.pdf?sfvrsn=46538fd8_2,Tufts University - Phoenix DPT financial fact sheet,,2020,confirmed_landing,"This page contains DPT program requirements and admission information for Tufts University - Phoenix, but does not include financial data (tuition, fees, total program cost) or outcome metrics (graduation rate, board pass rate, employment rate). Financial information would be found on the Tuition & Fees section referenced in the navigation menu.",252000,2025-2026,84000,,not_found,https://medicine.tufts.edu/admissions-financial-aid/admission-program/doctor-physical-therapy/dpt-phoenix,https://medicine.tufts.edu/academics/physical-therapy/dpt-career-pathways-outcomes,,,,,,,len+cost:gram/doctor-physical-therapy/dpt-phoenix|No cost or duration data found on page,,,,,https://medicine.tufts.edu/admissions-financial-aid/admission-program/doctor-physical-therapy/dpt-phoenix
56,Arkansas Colleges of Health Education,,Arkansas,https://physical-therapy.achehealth.edu/,url_found,3,high,https://physicaltherapy.achehealth.edu/wp-content/uploads/sites/5/2025/03/2025-2026-dpt-student-financial-fact-sheet.pdf,Arkansas Colleges of Health Education DPT financial fact sheet,,2025,valid,,109959,2025-2026,33000,2550,,https://physical-therapy.achehealth.edu/,https://physicaltherapy.achehealth.edu/student-achievement/,,,,,,36,len:026-dpt-student-financial-fact-sheet.pdf,total,$33k tuition + $2.55k fees + program costs/yr,,,https://physicaltherapy.achehealth.edu/wp-content/uploads/sites/5/2025/03/2025-2026-dpt-student-financial-fact-sheet.pdf
53,Arkansas State University,,Arkansas,https://www.astate.edu/programs/dpt-in-physical-therapy.html,url_found,3,high,https://kb.astate.edu/books/department-of-physical-therapy/page/dpt-financial-fact-sheet-2025,Arkansas State University DPT financial fact sheet,,2025,valid,,40068,2023-2025,13356,,,https://www.astate.edu/programs/dpt-in-physical-therapy.html,http://www.astate.edu/college/conhp/degrees/degree-details.dot?mid=e3ca7087-e029-48ec-8e76-bf031e71f16b,https://www.astate.edu/programs/dpt-in-physical-therapy.html,88.0,94.3,100.0,,36,len:/programs/dpt-in-physical-therapy.html,per_credit,$378/cr x 106cr,,no,https://www.astate.edu/programs/dpt-in-physical-therapy.html
54,Harding University,,Arkansas,https://www.harding.edu/allied-health/physical-therapy/,url_found,3,high,https://www.harding.edu/allied-health/physical-therapy/assets/docs/2023-2024-dpt-student-financial-fact-sheet.pdf,Harding University DPT financial fact sheet,,2023,valid,,143844,2023-2024,46590,324,,https://www.harding.edu/allied-health/physical-therapy/,https://www.harding.edu/allied-health/physical-therapy/outcomes/,,,,,True,32,len:sub/admissions/cost/index,per_year,46590/yr x 3yr + 324/yr x 3yr + 1461 + 1341 + 300,,,https://www.harding.edu/allied-health/physical-therapy/
55,University of Arkansas for Medical Sciences,,Arkansas,https://healthprofessions.uams.edu/programs/physical-therapy,url_found,3,high,https://healthprofessions.uams.edu/physical-therapy/wp-content/uploads/sites/14/2025/02/2024-dpt-student-financial-fact-sheet-revised.-UAMS-DPT.pdf,University of Arkansas for Medical Sciences DPT financial fact sheet,,2025,valid,,79364,2024,20000,4298,,https://healthprofessions.uams.edu/programs/physical-therapy,http://healthprofessions.uams.edu/programs/physical-therapy/fast-facts/,,,,,True,34,len:subpy/doctor-of-physical-therapy/about/cost,,,,,https://healthprofessions.uams.edu/programs/physical-therapy
52,University of Central Arkansas,,Arkansas,http://uca.edu/pt/,url_found,3,high,https://acapt.org/docs/default-source/default-document-library/doctor-of-physical-therapy-program-financial-fact-sheet-2020-2021.pdf?sfvrsn=46538fd8_2,University of Central Arkansas DPT financial fact sheet,,2020,confirmed_landing,"Page is a general overview/landing page for UCA's Physical Therapy programs. It contains no financial data (tuition, fees, total cost) or outcome metrics (graduation rate, board pass rate, employment rate). These details would be found on linked sub-pages such as admissions or program details.",62205,2025,26939,,not_found,http://uca.edu/pt/,https://uca.edu/pt/programs/dpt/,,,,,,36,len+cost:/pt+cost:subpt-student-financial-fact-sheet-v2-1.pdf|len:subpt-student-financial-fact-sheet-v2-1.pdf|No cost da,,,,,https://uca.edu/pt/files/2026/01/2025-UCA-dpt-student-financial-fact-sheet-v2-1.pdf
70,Azusa Pacific University,,California,https://www.apu.edu/programs/dpt/,url_found,3,high,https://www.pacific.edu/sites/default/files/users/user815/2024-dpt-student-financial-fact-sheet-revised-9.3.2024%202024.10.14%20v2.pdf,Azusa Pacific University DPT financial fact sheet,,2024,valid,,119925,2025-2026,39975,,not_found,https://www.apu.edu/programs/dpt/,https://www.apu.edu/programs/dpt/,https://www.apu.edu/programs/dpt/,,,100.0,,36,len:/programs/dpt,total,123 units x $975/unit,,no,https://www.apu.edu/programs/dpt/
57,"California State University, Fresno",,California,http://fresnostate.edu/chhs/physical-therapy/index.html,url_found,3,high,https://chhs.fresnostate.edu/physical-therapy/documents/dptstudentfinancialfactsheet.pdf,"California State University, Fresno DPT financial fact sheet",,,valid,,79868,2025-2026,25835,1950,,http://fresnostate.edu/chhs/physical-therapy/index.html,http://www.fresnostate.edu/chhs/physical-therapy/index.html,http://fresnostate.edu/chhs/physical-therapy/index.html,97.0,98.5,100.0,True,,len+cost:/chhs/physical-therapy/index.html|Financial Fact Sheet referenced but not provided in page content,,,,,http://fresnostate.edu/chhs/physical-therapy/index.html
58,"California State University, Long Beach",,California,https://www.csulb.edu/college-of-health-human-services/physical-therapy,url_found,3,high,https://www.westernu.edu/media/health-sciences/pdfs/financial-fact-sheet-2024-2025-westernu-dpt-ca.pdf,"California State University, Long Beach DPT financial fact sheet",,2024,confirmed_landing,"This is a landing/overview page for the CSULB DPT program with no financial data (tuition, fees, total cost) or outcome metrics (graduation rate, board pass rate, employment rate) present. The page mentions 'graduate outcomes here' as a link but does not display the actual data on this page.",127272,2025-2026 and 2026-2027,21212,,found,https://www.csulb.edu/college-of-health-human-services/physical-therapy,https://www.csulb.edu/college-of-health-human-services/physical-therapy/graduate-outcomes,,,,,,36,len:f-health-human-services/physical-therapy+cost:sub/student-records/tuition-and-fees|len:sub/student-records/tuition-a,total,$49703/yr tuition + $4617/yr avg fees + $7223/yr avg other,,,https://www.csulb.edu/student-records/tuition-and-fees
59,"California State University, Northridge",,California,https://www.csun.edu/health-human-development/physical-therapy,url_found,3,high,https://live-csu-northridge.pantheonsite.io/sites/default/files/2025-11/2025-dpt-student-financial-fact-sheet_CSUN%202025.pdf,"California State University, Northridge DPT financial fact sheet",,2025,valid,,98797,2025,28980,2100,,https://www.csun.edu/health-human-development/physical-therapy,http://www.csun.edu/health-human-development/physical-therapy/,,,,,,30,len:ealth-human-development/physical-therapy|No cost data found on page,per_year,"$28,980/yr x 2.5yr + fees/expenses",,,https://www.csun.edu/health-human-development/physical-therapy
68,"California State University, Sacramento",,California,https://www.csus.edu/college/health-human-services/physical-therapy/,url_found,3,high,https://www.csus.edu/college/health-human-services/physical-therapy/_internal/documents/2025-dpt-student-financial-fact-sheet1.pdf,"California State University, Sacramento DPT financial fact sheet",,2025,valid,,99176,2025,46490,3846,,https://www.csus.edu/college/health-human-services/physical-therapy/,https://www.csus.edu/college/health-human-services/physical-therapy/accreditation.html,,,,,,36,len:25-dpt-student-financial-fact-sheet1.pdf,total,"In-state: $28,980/yr tuition + $3,846/yr fees + $232-298 other",28980,yes,https://www.csus.edu/college/health-human-services/physical-therapy/_internal/documents/2025-dpt-student-financial-fact-sheet1.pdf
60,Chapman University,,California,http://www.chapman.edu/PT,url_found,3,high,https://www.chapman.edu/crean/academic-programs/graduate-programs/physical-therapy/_files/dpt_fact-sheet-2023_2024.pdf,Chapman University DPT financial fact sheet,,2023,valid,,182193,2025,54981,1963,,http://www.chapman.edu/PT,http://www.chapman.edu/PT,,,,,True,31,len:rapy/_files/dpt_fact-sheet-2023_2024.pdf,total,"Year 1-3 tuition+fees: $52,356+$53,671+$55,384",,,https://www.chapman.edu/crean/academic-programs/graduate-programs/physical-therapy/_files/dpt_fact-sheet-2023_2024.pdf
61,Loma Linda University,,California,https://alliedhealth.llu.edu/academics/physical-therapy/entry-level-doctor-physical-therapy-dpt,url_found,3,high,https://alliedhealth.llu.edu/sites/alliedhealth.llu.edu/files/2023-03/student-debt-summary-2-22-23.pdf,Loma Linda University DPT financial fact sheet,,2023,valid,,162000,2022-2023,54000,3800,found,https://alliedhealth.llu.edu/academics/physical-therapy/entry-level-doctor-physical-therapy-dpt,https://alliedhealth.llu.edu/academics/physical-therapy/entry-level-doctor-physical-therapy-dpt,https://alliedhealth.llu.edu/sites/alliedhealth.llu.edu/files/2023-03/student-debt-summary-2-22-23.pdf,,,,True,36,len:sub/admissions/request-information,total,"Tuition $97,486 + Fees $11,400 + Other costs $2,994",,,https://alliedhealth.llu.edu/academics/physical-therapy/entry-level-doctor-physical-therapy-dpt
62,Mount Saint Mary's University,,California,https://www.msmu.edu/departments/physical-therapy/,url_found,3,high,https://www.msmu.edu/media/website/academics/departments/physical-therapy/2025-dpt-student-financial-fact-sheet.pdf,Mount Saint Mary's University DPT financial fact sheet,,2025,valid,,161783,2025,55232,5362,,https://www.msmu.edu/departments/physical-therapy/,https://www.msmu.edu/departments/physical-therapy/,,,,,,33,len:025-dpt-student-financial-fact-sheet.pdf,per_year,55232.50/yr + 5362/yr fees + avg 1023/yr other,,,https://www.msmu.edu/media/website/academics/departments/physical-therapy/2025-dpt-student-financial-fact-sheet.pdf
66,Samuel Merritt University,,California,https://www.samuelmerritt.edu/college-health-sciences/doctor-physical-therapy,url_found,3,high,https://www.samuelmerritt.edu/sites/default/files/2025-11/2025-dpt-student-financial-fact-sheet.pdf,Samuel Merritt University DPT financial fact sheet,,2025,valid,,168858,2025,65292,5481,,https://www.samuelmerritt.edu/college-health-sciences/doctor-physical-therapy,https://www.samuelmerritt.edu/college-health-science/doctor-physical-therapy,,,,,,32,len:025-dpt-student-financial-fact-sheet.pdf,total,Year1:$62232+$5481+$3447; Yr2:$65343+$2943; Yr3:$26705+$2707,,,https://www.samuelmerritt.edu/sites/default/files/2025-11/2025-dpt-student-financial-fact-sheet.pdf
72,San Diego State University,,California,https://physicaltherapy.sdsu.edu/,url_found,3,high,https://physicaltherapy.sdsu.edu/prospective/tuition,San Diego State University DPT financial fact sheet,,2025,valid,,169105,2025-2026,47334,3966,found,https://physicaltherapy.sdsu.edu/,https://physicaltherapy.sdsu.edu/prospective/graduate-outcomes/,https://physicaltherapy.sdsu.edu/prospective/tuition,,,,,36,len:/prospective/tuition,total,"OOS tuition+fees+other: $148,449+$11,898+$8,758",28434,yes,https://physicaltherapy.sdsu.edu/prospective/tuition
63,University of CA / San Francisco State University,,California,,url_found,3,high,https://ptrehab.ucsf.edu/dpt-program,University of CA / San Francisco State University DPT financial fact sheet,,2025,valid,,,2023-2025,,,found,,,https://ptrehab.ucsf.edu/dpt-program,98.0,88.4,100.0,,36,len+cost:/dpt-program|No cost data found on page,,,,,https://ptrehab.ucsf.edu/dpt-program
65,University of Southern California,,California,https://pt.usc.edu/programs/doctor-of-physical-therapy-dpt/,url_found,3,high,,University of Southern California DPT financial fact sheet,,2022,confirmed_landing,"Page contains tuition information for 2024-2025 academic year but is incomplete and cuts off mid-sentence. The page references financial facts sheets for graduates in 2025 as separate documents ('available here') rather than displaying the complete financial data on this page itself. No graduation rate, board pass rate, or employment rate data is present on this page. To extract complete financial and outcome data, those linked financial facts sheets would need to be accessed separately.",235572,2024-2025,84023,,not_found,https://pt.usc.edu/programs/doctor-of-physical-therapy-dpt/,https://pt.usc.edu/programs/doctor-of-physical-therapy-dpt/legal/,,,,,,33,len:/programs/doctor-of-physical-therapy-dpt,per_year,84023/yr x 2.8yr + fees,,no,https://pt.usc.edu/programs/doctor-of-physical-therapy-dpt/
74,University of Southern California - Hybrid DPT  Program,,California,,url_found,3,high,https://pt.usc.edu/wp-content/uploads/2025-dpt-student-financial-fact-sheet-hybrid-pathway-2.pdf,University of Southern California - Hybrid DPT  Program DPT financial fact sheet,,2025,valid,,232815,2025,86125,1205,,,,,,,,,32,len:inancial-fact-sheet-hybrid-pathway-2.pdf,total,"Year 1: $89,644 + Year 2: $89,014 + Year 3: $53,957",,,https://pt.usc.edu/wp-content/uploads/2025-dpt-student-financial-fact-sheet-hybrid-pathway-2.pdf
71,University of St Augustine for Health Sciences  ONLINE FLEX EXPANSION PROGRAM in San Diego,,California,,url_found,3,high,https://www.capteonline.org/globalassets/capte-docs/2024-dpt-student-financial-fact-sheet-revised-9.3.2024.docx,University of St Augustine for Health Sciences  ONLINE FLEX EXPANSION PROGRAM in San Diego DPT financial fact sheet,,2024,fetch_failed,no_url,180000,2024-2025,60000,,not_found,,,,,,,,36,len:nancial-fact-sheet-revised-9.3.2024.docx,per_year,60000/yr x 3yr,,,https://www.capteonline.org/globalassets/capte-docs/2024-dpt-student-financial-fact-sheet-revised-9.3.2024.docx
69,University of St Augustine for Health Sciences -  California,,California,https://www.usa.edu/college-of-rehabilitative-sciences/doctor-physical-therapy/,url_found,3,high,https://corp-mktg.s3.us-west-2.amazonaws.com/email/usc-dpt/student-financial-fact-sheet-hybrid-pathway.pdf,University of St Augustine for Health Sciences -  California physical therapy financial fact sheet,,,confirmed_landing,"This is the correct school's DPT program landing/overview page, but it does not contain financial data (tuition, fees, total cost) or outcome data (graduation rate, board pass rate, employment rate). The page mentions 'Tuition & Fees' as a link in the navigation menu but does not display the actual data on this page. Financial and outcome information would be on a linked sub-page.",136226,2026-2027,84023,,,https://www.usa.edu/college-of-rehabilitative-sciences/doctor-physical-therapy/,https://www.usa.edu/college-of-rehabilitative-sciences/doctor-physical-therapy/,,,,,,28,len:itative-sciences/doctor-physical-therapy+cost:subdoctor-physical-therapy/dpt-tuition-fees|len:subdoctor-physical-the,total,Year1 $87742 + Year2 $86687 + Year3 $52379,,,https://www.usa.edu/college-of-rehabilitative-sciences/doctor-physical-therapy/dpt-tuition-fees/
64,University of The Pacific,,California,https://www.pacific.edu/healthsciences/programs/doctor-of-physical-therapy,url_found,3,high,https://healthsciences.pacific.edu/sites/default/files/users/user815/2022-2023-University%20of%20the%20Pacific%20student-financial-fact-sheet.pdf,University of The Pacific DPT financial fact sheet,,2022,valid,,168113,2025,75213,1275,,https://www.pacific.edu/healthsciences/programs/doctor-of-physical-therapy,https://www.pacific.edu/healthsciences/programs/doctor-of-physical-therapy,,,,,True,25,len:cific%20student-financial-fact-sheet.pdf,total,"Year 1: $79,129 + Year 2: $79,129",,,https://healthsciences.pacific.edu/sites/default/files/users/user815/2022-2023-University%20of%20the%20Pacific%20student-financial-fact-sheet.pdf
73,West Coast University,,California,https://westcoastuniversity.edu/programs/doctor-physical-therapy,url_found,3,high,https://westcoastuniversity.edu/wp-content/uploads/2024/02/2023-dpt-student-financial-fact-sheet-01.24.pdf,West Coast University DPT financial fact sheet,,2024,valid,,120897,2025,40299,450,,https://westcoastuniversity.edu/programs/doctor-physical-therapy,https://westcoastuniversity.edu/programs/doctor-physical-therapy,https://westcoastuniversity.edu/programs/doctor-physical-therapy,,,,True,36,len:/programs/doctor-physical-therapy,per_credit,$909/cr x 133cr,,,https://westcoastuniversity.edu/programs/doctor-physical-therapy
67,Western University of Health Sciences - California,,California,https://www.westernu.edu/health-sciences/dpt/,url_found,3,high,https://prospective.westernu.edu/media/health-sciences/dpt-or/pdfs/2023-dpt-student-financial-fact-sheet-2026-Final.pdf,Western University of Health Sciences - California DPT financial fact sheet,,2023,confirmed_landing,"This is the correct school's DPT program landing/overview page, but it contains no financial data (tuition, fees, total cost) or specific outcome metrics (graduation rate percentage, board pass rate percentage, employment rate percentage). While the chair's message mentions 'outstanding graduation rate' and 'licensure pass rate, way above the national norms,' these are qualitative statements without actual numerical values. Specific data would be found on linked sub-pages.",184844,2024-2025,49703,,,https://www.westernu.edu/health-sciences/dpt/,https://www.westernu.edu/health-sciences/dpt/,,,,,,32,cost:subfact-sheet-2024-2025-westernu-dpt-ca.pdf|len:subfact-sheet-2024-2025-westernu-dpt-ca.pdf,,,,,
76,Regis University,,Colorado,https://www.regis.edu/academics/majors-and-programs/graduate/physical-therapy-dpt,url_found,3,high,https://www.regis.edu/_documents/academics/colleges-and-schools/physical-therapy/dpt-financial-fs-form.pdf,Regis University DPT financial fact sheet,,,valid,,132552,2025,50102,1510,,https://www.regis.edu/academics/majors-and-programs/graduate/physical-therapy-dpt,https://www.regis.edu/academics/colleges-and-schools/rueckert-hartman/physical-therapy/dpt-outcomes,,,,,,28,len:ysical-therapy/dpt-financial-fs-form.pdf,total,Y1:$50102+$1510+$7763; Y2:$44772+$1200+$2472; Y3:$22386+$575+$1772,,,https://www.regis.edu/_documents/academics/colleges-and-schools/physical-therapy/dpt-financial-fs-form.pdf
75,University of Colorado,,Colorado,https://medschool.cuanschutz.edu/physical-therapy-program,url_found,3,high,https://www.ucdenver.edu/docs/librariesprovider91/education-program-documents/cu-pt-residential-financial-fact-sheet-2024-2025_2024apr9.pdf?sfvrsn=738cd5bb_1,University of Colorado DPT financial fact sheet,,2024,valid,,73419,2024-2025,29280,552,,https://medschool.cuanschutz.edu/physical-therapy-program,https://medschool.cuanschutz.edu/physical-therapy-program/education-programs/doctor-of-physical-therapy/about-our-program/dpt-statistics-demographics,,,,,,34,len:/physical-therapy-program+cost:subl-therapy/about-our-program/tuition-fees|len:subl-therapy/about-our-program/tuitio,total,"In-state: $29,292 Yr1 + $30,152 Yr2 + $13,975 Yr3",,,https://medschool.cuanschutz.edu/physical-therapy-program/education-programs/doctor-of-physical-therapy/about-our-program/tuition-fees
77,Quinnipiac University,,Connecticut,https://www.qu.edu/schools/health-sciences/programs/entry-level-doctor-physical-therapy.html,url_found,3,high,https://www.qu.edu/48fefa/globalassets/global/media/qu/documents/academics/school-of-health-sciences/programs/pa-2025/2025-dpt-student-financial-fact-sheet.pdf,Quinnipiac University DPT financial fact sheet,,2025,valid,,137950,2025,52710,2245,,https://www.qu.edu/schools/health-sciences/programs/entry-level-doctor-physical-therapy.html,https://www.qu.edu/schools/health-sciences/programs/entry-level-doctor-physical-therapy.html,,,,,,36,len:025-dpt-student-financial-fact-sheet.pdf,total,Year1:52710+2245+3600; Yr2:39780+1195+2900; Yr3:32240+1230+2050,,,https://www.qu.edu/48fefa/globalassets/global/media/qu/documents/academics/school-of-health-sciences/programs/pa-2025/2025-dpt-student-financial-fact-sheet.pdf
