program_id,school_name,city,state,degree_type,program_url,url_status,search_attempts,url_confidence,discovered_url,discovered_url_2,search_query_used,scrape_notes,estimated_year,validation_status,rejection_reason,graduation_rate_pct,cohort_size,nbcot_pass_rate_pct,data_year,employment_rate_pct
320,Loma Linda University Health,,California,MOT,,url_found,3,high,https://alliedhealth.llu.edu/sites/alliedhealth.llu.edu/files/2025-08/MOT_Bridge_Progra_Brochure_2025.pdf,https://alliedhealth.llu.edu/sites/alliedhealth.llu.edu/files/2025-02/MOT%20Student%20Handbook%202025-2026.pdf,Loma Linda University Health Master of Occupational Therapy Publication of Program Outcomes,,2025,rejected,"This is a program brochure/informational page that does not contain specific outcomes data (graduation rate, NBCOT pass rate, cohort size, employment rate) for the MOT program. It only provides general program information, admission criteria, and accreditation status.",,,,,
321,Samuel Merritt University,,California,MOT,,url_found,3,high,https://www.keiseruniversity.edu/wp-content/uploads/grad-programs/MSOT-Program-Outcomes.pdf,https://www.samuelmerritt.edu/sites/default/files/2024-08/SMU%20fact%20sheet%202024_final_web.pdf,Samuel Merritt University Master of Occupational Therapy program outcomes cohort graduation rate,,,rejected,"This page contains outcomes data for Keiser University's MSOT Bridge program, not Samuel Merritt University's Master of Occupational Therapy program. The URL and content are from a different institution than the one specified.",,,,,
314,Samuel Merritt University,,California,OTD,,url_found,3,high,https://www.samuelmerritt.edu/sites/default/files/2024-08/SMU%20fact%20sheet%202024_final_web.pdf,https://usm.maine.edu/occupational-therapy/elotd-graduation-and-nbcot-pass-rates/,Samuel Merritt University Doctor of Occupational Therapy program outcomes cohort graduation rate,,2024,valid,,95.0,108,92.0,2023,
322,San Jose State University,,California,MOT,,url_found,3,high,https://www.tnstate.edu/ot/documents/Graduation%20Outcomes%20SP2025%20on-time%20grads.pdf,https://www.jefferson.edu/academics/colleges-schools-institutes/rehabilitation-sciences/departments/occupational-therapy/degrees-programs/ms-programs-east-falls/outcomes.html,San Jose State University Master of Occupational Therapy program outcomes cohort graduation rate,,2025,rejected,"This page contains outcomes data for Tennessee State University (TSU) M.OT Program, not San Jose State University (SJSU). The URL domain is tnstate.edu and the content explicitly states 'TSU M.OT Program Outcomes'.",,,,,
323,Stanbridge University,,California,MOT,,url_found,3,high,https://api.stanbridge.edu/catalog/Stanbridge-University-Catalog.pdf,https://repository.stanbridge.edu/166/1/MSOTRS001.02.pdf,Stanbridge University Master of Occupational Therapy Publication of Program Outcomes,,,rejected,"This is a table of contents page from the student catalog. It does not contain outcomes data (graduation rate, NBCOT pass rate, cohort size, or employment rate) for the Master of Occupational Therapy program. Specific outcomes data would need to be found on a dedicated outcomes or program results page, not in the catalog introduction and table of contents.",,,,,
324,University of Southern California,,California,MOT,,url_found,3,high,https://www.keiseruniversity.edu/wp-content/uploads/as-programs/AA-OTA-Outcomes.pdf,https://www.collegefactual.com/majors/health-care-professions/rehab-and-therapeutic-professions/occupational-therapy-therapist/rankings/best-value-avg-aid-income4/masters-degrees/far-western-us/california/,University of Southern California Master of Occupational Therapy program outcomes cohort graduation rate,,,rejected,"This page contains outcomes data for Keiser University's OTA (Occupational Therapy Assistant) program, not University of Southern California's Master of Occupational Therapy (MOT) program. OTA programs are associate-level programs and should be rejected per the validation criteria.",,,,,
325,"University of St. Augustine for Health Sciences, California Campus",,California,MOT,,url_found,3,medium,https://www.studentdoctor.net/schools-database/occupational-therapy-school/detail/USA-FL/university-of-st-augustine-for-health-sciences,https://www.usa.edu/legal/program-data/,"University of St. Augustine for Health Sciences, California Campus MOT ACOTE outcomes data",,,rejected,"Page contains general school overview from Student Doctor Network but does not provide specific outcomes data (graduation rate, NBCOT pass rate, cohort size, employment rate) for the Master of Occupational Therapy program at the California Campus. The page mentions OTD program graduation rates varying by campus (74-96%) but does not specify California Campus MOT program outcomes.",,,,,
315,"University of St. Augustine for Health Sciences, California Campus",,California,OTD,,url_found,3,medium,https://www.usa.edu/legal/program-data/,https://www.studentdoctor.net/schools-database/occupational-therapy-school/detail/USA-FL/university-of-st-augustine-for-health-sciences,"University of St. Augustine for Health Sciences, California Campus Doctor of Occupational Therapy program outcomes cohort graduation rate",,,rejected,"Page contains only a list of programs that participate in Title IV Federal Student Loans and does not contain any outcomes data (graduation rate, NBCOT pass rate, cohort size, or employment rate) for the Doctor of Occupational Therapy program.",,,,,
316,"University of the Pacific, Sacramento",,California,OTD,,url_found,3,medium,https://www.pacific.edu/sites/default/files/users/user243/4yr_6yr_grad_outcomes_rates.pdf,https://catalog.pacific.edu/sacramento/schoolofhealthsciences/occupationaltherapy/occupationaltherapy.pdf,"University of the Pacific, Sacramento Doctor of Occupational Therapy program outcomes cohort graduation rate",,,rejected,"This page contains general University of the Pacific institutional graduation and outcomes rates for all new freshmen students, not specific data for the Doctor of Occupational Therapy (OTD) graduate program. The data presented is institution-wide IPEDS reporting and does not break down outcomes by individual programs.",,,,,
326,"West Coast University, Los Angeles",,California,MOT,,url_found,3,high,https://westcoastuniversity.edu/wp-content/uploads/2025/12/Fieldwork-Education-Manual-Sep-2025.pdf,https://westcoastuniversity.edu/wp-content/uploads/2022/11/WCU-BRO-MSOT-CACampus-092021.PRINT_.pdf,"West Coast University, Los Angeles MOT ACOTE outcomes data",,2025,rejected,"This is a fieldwork education manual that contains policy and procedural information, not outcomes data. It does not contain graduation rate, NBCOT pass rate, cohort size, or employment rate statistics for the Master of Occupational Therapy program.",,,,,
317,"West Coast University, Los Angeles",,California,OTD,,url_found,3,medium,https://www.keiseruniversity.edu/wp-content/uploads/as-programs/AA-OTA-Outcomes.pdf,https://westcoastuniversity.edu/wp-content/uploads/2024/10/WCU_GRD-CGS_OTDBrochure_102024_875808-Digital.pdf,"West Coast University, Los Angeles Doctor of Occupational Therapy program outcomes cohort graduation rate",,,rejected,"This page contains outcomes data for Keiser University's OTA (Occupational Therapy Assistant) program, not West Coast University's Doctor of Occupational Therapy (OTD) program. The document is for an associate-level OTA program, which is explicitly excluded. The school and program do not match the required criteria.",,,,,
327,Colorado Mesa University,,Colorado,MOT,,url_found,3,high,https://www.coloradomesa.edu/occupational-therapy/program-outcomes.html,https://www.coloradomesa.edu/institutional-research/documents/heoa-disclosures/program-data-summary.pdf,Colorado Mesa University Master of Occupational Therapy Publication of Program Outcomes,,,valid,,100.0,45,,2023-2025,
328,Colorado State University,,Colorado,MOT,,url_found,3,high,https://www.chhs.colostate.edu/ot/about-occupational-therapy/accreditation-and-program-outcomes/,https://www.chhs.colostate.edu/ot/,Colorado State University Master of Occupational Therapy Publication of Program Outcomes,,,valid,,100.0,12,,2022,
330,Quinnipiac University,,Connecticut,MOT,,url_found,3,high,https://www.keiseruniversity.edu/wp-content/uploads/as-programs/AA-OTA-Outcomes.pdf,https://www.belmont.edu/academics/majors-programs/otd-occupational-therapy/program-outcomes.html,Quinnipiac University Master of Occupational Therapy program outcomes cohort graduation rate,,,rejected,"This page contains outcomes data for Keiser University's OTA (Occupational Therapy Assistant) program, not Quinnipiac University's Master of Occupational Therapy (MOT) program. OTA is an associate-level program, which does not match the requested graduate-level program.",,,,,
329,Quinnipiac University,,Connecticut,OTD,,url_found,3,high,https://www.keiseruniversity.edu/wp-content/uploads/as-programs/OTA-Outcomes.pdf,https://www.keiseruniversity.edu/wp-content/uploads/as-programs/AA-OTA-Outcomes.pdf,Quinnipiac University Doctor of Occupational Therapy program outcomes cohort graduation rate,,,rejected,"This page is for Keiser University's OTA (Occupational Therapy Assistant) program, not Quinnipiac University's Doctor of Occupational Therapy (OTD) program. OTA programs are associate-level programs and do not match the requested graduate-level OTD program.",,,,,
331,Sacred Heart University,,Connecticut,MOT,,url_found,3,high,https://www.sacredheart.edu/majors--programs/occupational-therapy---msot/outcomes-and-assessment/,https://www.sacredheart.edu/media/shu-media/occupational-therapy/OT-Student-Manual-2024-2026-ADA.pdf,Sacred Heart University Master of Occupational Therapy Publication of Program Outcomes,,,valid,,93.0,181,97.0,2023-2025,100.0
332,University of Hartford,,Connecticut,MOT,,url_found,3,high,https://www.hartford.edu/unotes/2024/04/enhps-occupational-therapy-program-secures-accreditation.aspx,https://www.hartford.edu/academics/schools-colleges/enhp/academics/department-of-rehabilitation-sciences/bs-ms-in-health-sciences-occupational-therapy.aspx,University of Hartford Master of Occupational Therapy Publication of Program Outcomes,,2024,rejected,"Page contains accreditation announcement but does not provide specific outcomes data (graduation rate, NBCOT pass rate, cohort size, or employment rate) for the Master of Occupational Therapy program.",,,,,
333,Delaware State University,,Delaware,MOT,,url_found,3,medium,https://www.dtcc.edu/media/dtcc-website/content-assets/documents/g-ota-student-program-outcomes.pdf,https://wchbs.desu.edu/departments/nursing/nursing-msn/program-outcomes,Delaware State University Master of Occupational Therapy Publication of Program Outcomes,,,rejected,"This page contains data for an OTA (Occupational Therapy Assistant) program at Delaware Technical Community College, not a Master of Occupational Therapy (MOT) graduate program at Delaware State University. The document explicitly states it covers 'occupational therapy assistant graduates from Delaware Technical Community College (Owens campus)' which is an associate-level program, not a graduate-level program.",,,,,
334,Howard University,,District of Columbia,OTD,,url_found,3,high,https://cnahs.howard.edu/sites/cnahs.howard.edu/files/2026-02/OTD%20Program%20Outcomes.pdf,https://cnahs.howard.edu/sites/cnahs.howard.edu/files/2024-04/OT%20Website%20NBCOT%20April%202024%5B10%5D.pdf,Howard University Doctor of Occupational Therapy Publication of Program Outcomes,,2026,valid,,85.0,51,100.0,2023-2025,95.0
335,Trinity Washington University,,District of Columbia,MOT,,url_found,3,medium,https://www.belmont.edu/academics/majors-programs/otd-occupational-therapy/program-outcomes.html,https://discover.trinitydc.edu/policies/wp-content/uploads/sites/31/2015/09/IPEDS-DFR-2021.pdf,Trinity Washington University Master of Occupational Therapy program outcomes cohort graduation rate,,,rejected,"This page belongs to Belmont University's OTD (Occupational Therapy Doctorate) program, not Trinity Washington University's Master of Occupational Therapy (MOT) program. The URL domain is belmont.edu, not Trinity Washington University's domain.",,,,,
342,AdventHealth University,,Florida,MOT,,url_found,3,high,https://www.keiseruniversity.edu/wp-content/uploads/as-programs/OTA-Outcomes.pdf,https://www.misericordia.edu/occupational-therapy/ot-program-outcomes,AdventHealth University Master of Occupational Therapy program outcomes cohort graduation rate,,,rejected,"This page contains outcomes data for Keiser University's OTA (Occupational Therapy Assistant) program, not AdventHealth University's Master of Occupational Therapy (MOT) program. OTA is an associate-level program, not a graduate program.",,,,,
343,Barry University,,Florida,MOT,,url_found,3,medium,https://www.med.unc.edu/healthsciences/ocsci/prospectivestudents/programs/accreditation-status-and-student-outcomes/,https://www.keiseruniversity.edu/wp-content/uploads/as-programs/AA-OTA-Outcomes.pdf,Barry University Master of Occupational Therapy program outcomes cohort graduation rate,,,rejected,"This page is for UNC-Chapel Hill's MS in Occupational Therapy program, not Barry University's Master of Occupational Therapy program. The page belongs to a different school.",,,,,
344,Florida Agricultural and Mechanical University,,Florida,MOT,,url_found,3,high,https://www.keiseruniversity.edu/wp-content/uploads/as-programs/AA-OTA-Outcomes.pdf,https://www.famu.edu/about-famu/uspc/schoolpdfs/fall24/AlliedHealth.pdf,Florida Agricultural and Mechanical University Master of Occupational Therapy program outcomes cohort graduation rate,,,rejected,"This page contains outcomes data for Keiser University's OTA (Occupational Therapy Assistant) program, not Florida Agricultural and Mechanical University's Master of Occupational Therapy (MOT) graduate program. OTA programs are associate-level programs, not graduate-level programs, and this is from a different school entirely.",,,,,
345,Florida Gulf Coast University,,Florida,MOT,,url_found,3,high,https://www.keiseruniversity.edu/wp-content/uploads/as-programs/AA-OTA-Outcomes.pdf,https://www.collegeraptor.com/colleges/academics/Florida-Gulf-Coast-University-FL--433660,Florida Gulf Coast University Master of Occupational Therapy program outcomes cohort graduation rate,,,rejected,"This page contains outcomes data for Keiser University's OTA (Occupational Therapy Assistant) program, not Florida Gulf Coast University's Master of Occupational Therapy (MOT) graduate program. OTA is an associate-level program and this is a different school.",,,,,
346,Florida International University,,Florida,MOT,,url_found,3,medium,https://cnhs.fiu.edu/academics/physical-therapy/outcomes/,https://cnhs.fiu.edu/academics/occupational-therapy/outcomes/,Florida International University Master of Occupational Therapy program outcomes cohort graduation rate,,,rejected,"This page contains outcomes data for the Doctor of Physical Therapy (DPT) program, not the Master of Occupational Therapy (MOT) program. The requested program is occupational therapy, but the page displays physical therapy program outcomes.",,,,,
336,Gannon University-Florida Campus,,Florida,OTD,,url_found,3,high,https://www.gannon.edu/academic-offerings/health-professions-and-sciences/ruskin/occupational-therapy/student-outcomes/,https://www.gannon.edu/collections/news/2025/gannons-occupational-therapy-doctoral-program-in-ruskin-florida-granted-renewed-accreditation-status-.php,Gannon University-Florida Campus Doctor of Occupational Therapy Publication of Program Outcomes,,,valid,,96.0,69,92.0,2023-2025,
337,Jacksonville University,,Florida,OTD,,url_found,3,high,https://www.keiseruniversity.edu/wp-content/uploads/as-programs/AA-OTA-Outcomes.pdf,https://www.northwoodtech.edu/wp-content/uploads/2026/02/OTA-Program-Graduation-Rate-2024_2.pdf,Jacksonville University Doctor of Occupational Therapy program outcomes cohort graduation rate,,,rejected,"This page contains outcomes data for Keiser University's OTA (Occupational Therapy Assistant) program, not Jacksonville University's Doctor of Occupational Therapy (OTD) graduate program. OTA is an associate-level program, which does not match the requested OTD program.",,,,,
347,"Keiser University, Fort Myers",,Florida,MOT,,url_found,3,high,https://www.keiseruniversity.edu/wp-content/uploads/grad-programs/MSOT-Program-Outcomes.pdf,https://www.keiseruniversity.edu/wp-content/uploads/as-programs/OTA-Outcomes.pdf,"Keiser University, Fort Myers Master of Occupational Therapy Publication of Program Outcomes",,,valid,,91.0,102,,2023-2025,
348,"Keiser University, Ft. Lauderdale Campus",,Florida,MOT,,url_found,3,high,https://www.keiseruniversity.edu/wp-content/uploads/as-programs/OTA-Outcomes.pdf,https://www.keiseruniversity.edu/wp-content/uploads/grad-programs/MSOT-Program-Outcomes.pdf,"Keiser University, Ft. Lauderdale Campus Master of Occupational Therapy Publication of Program Outcomes",,,rejected,"This page contains outcomes data for the OTA (Occupational Therapy Assistant) program, not the Master of Occupational Therapy (MOT) graduate program. The document explicitly states 'KEISER UNIVERSITY AS, OTA PROGRAM OUTCOMES' and covers associate-level OTA programs across multiple Keiser campuses.",,,,,
349,"Nova Southeastern University, Ft. Lauderdale",,Florida,MOT,,url_found,3,high,https://osteopathic.nova.edu/documents/occupational-therapy/philosophy-mission-curriculum-outcomes.pdf,https://osteopathic.nova.edu/documents/occupational-therapy/essential-functions.pdf,"Nova Southeastern University, Ft. Lauderdale Master of Occupational Therapy Publication of Program Outcomes",,,rejected,"This page is from the Doctor of Occupational Therapy (OTD) program at Nova Southeastern University Tampa Bay Regional Campus (Clearwater, Florida), not the Master of Occupational Therapy (MOT) program at the Ft. Lauderdale campus. Additionally, the document contains only philosophical, mission, and curriculum statements with no outcomes data such as graduation rates, NBCOT pass rates, cohort size, or employment rates.",,,,,
338,"Nova Southeastern University, Tampa Bay Regional Campus",,Florida,OTD,,url_found,3,high,https://osteopathic.nova.edu/documents/occupational-therapy/philosophy-mission-curriculum-outcomes.pdf,https://osteopathic.nova.edu/degrees/doctoral/occupational-therapy/tampa/documents/doctoral-capstone-manual.pdf,"Nova Southeastern University, Tampa Bay Regional Campus Doctor of Occupational Therapy Publication of Program Outcomes",,,rejected,"This page contains philosophical, mission, curriculum, and outcome statements but does not contain specific outcomes data such as graduation rate, NBCOT pass rate, cohort size, or employment rate for the Doctor of Occupational Therapy program.",,,,,
339,University of Florida,,Florida,OTD,,url_found,3,medium,https://phhp.ufl.edu/academics/phd-and-professional-programs/physical-therapy-doctorate/accreditation-and-student-outcomes/,https://www.keiseruniversity.edu/wp-content/uploads/as-programs/AA-OTA-Outcomes.pdf,University of Florida Doctor of Occupational Therapy program outcomes cohort graduation rate,,,rejected,"This page contains outcomes data for the Doctor of Physical Therapy (DPT) program, not the Doctor of Occupational Therapy (OTD) program. The data shown is for physical therapy, which is a different healthcare profession.",,,,,
350,"University of St. Augustine for Health Sciences, Miami Campus",,Florida,MOT,,url_found,3,medium,https://www.usa.edu/blog/timeline/mot-in-miami-gets-acote-approval/,https://www.usa.edu/legal/program-data/,"University of St. Augustine for Health Sciences, Miami Campus MOT ACOTE outcomes data",,,rejected,"This page is a blog announcement about ACOTE approval for the MOT program in Miami. It does not contain outcomes data such as graduation rate, NBCOT pass rate, cohort size, or employment rate. The page only announces accreditation approval and lists upcoming events.",,,,,
340,"University of St. Augustine for Health Sciences, Miami Campus",,Florida,OTD,,url_found,3,medium,https://www.usa.edu/legal/program-data/,https://www.usa.edu/about/accreditation/,"University of St. Augustine for Health Sciences, Miami Campus OTD ACOTE outcomes data",,,rejected,"Page lists program offerings but does not contain specific outcomes data (graduation rate, NBCOT pass rate, cohort size, or employment rate) for the Doctor of Occupational Therapy program at Miami Campus.",,,,,
351,"University of St. Augustine for Health Sciences, St. Augustine Campus",,Florida,MOT,,url_found,3,high,https://ws.edu/_resources/pdfs/academics/health-programs/occupational/2025/OTA-Program-Outcomes-Spring-2025.pdf,https://www.studentdoctor.net/schools-database/occupational-therapy-school/detail/USA-FL/university-of-st-augustine-for-health-sciences,"University of St. Augustine for Health Sciences, St. Augustine Campus Master of Occupational Therapy Publication of Program Outcomes",,2025,rejected,"This page contains outcomes data for the OTA (Occupational Therapy Assistant) program, not the Master of Occupational Therapy (MOT) graduate program. The document header explicitly states 'WSCC OTA Program Outcomes' and the data is for the OTA program, which is an associate-level program, not a graduate-level program.",,,,,
341,"University of St. Augustine for Health Sciences, St. Augustine Campus",,Florida,OTD,,url_found,3,medium,https://www.usa.edu/blog/timeline/otd-in-dallas-gets-acote-approval/,https://www.studentdoctor.net/schools-database/occupational-therapy-school/detail/USA-FL/university-of-st-augustine-for-health-sciences,"University of St. Augustine for Health Sciences, St. Augustine Campus OTD ACOTE outcomes data",,,rejected,"Page is a blog announcement about ACOTE approval for the Dallas OTD program, not an outcomes data page. It does not contain graduation rate, NBCOT pass rate, cohort size, or employment rate data for any program.",,,,,
354,Augusta University,,Georgia,MOT,,url_found,3,medium,https://www.nbcot.org/Educators-Folder/SchoolPerformance,https://www.augusta.edu/alliedhealth/occupational-therapy/,Augusta University MOT ACOTE outcomes data,,,rejected,"This is a search/filter page for NBCOT school performance data, not a page containing actual outcomes data for Augusta University's Master of Occupational Therapy program. The page shows only filter options and an empty data table with no specific program results displayed.",,,,,
355,Brenau University,,Georgia,MOT,,url_found,3,high,https://intranet.brenau.edu/wp-content/uploads/sites/11/2025/08/Aug192025303PM_153947648_sot_handbook__7.28.25.pdf,https://intranet.brenau.edu/wp-content/uploads/sites/11/2022/08/Brenau-University-MSOT-Course-Descriptions.pdf,Brenau University Master of Occupational Therapy Publication of Program Outcomes,,2025,rejected,"This is a student handbook document that contains general program information, policies, and procedures. It does not contain outcomes data such as graduation rates, NBCOT pass rates, cohort sizes, or employment rates for the Master of Occupational Therapy program.",,,,,
352,"Brenau University, North Atlanta, Norcross Campus",,Georgia,OTD,,url_found,3,high,https://www.brenau.edu/academics/health-sciences/occupational-therapy/accreditation-certification/,https://intranet.brenau.edu/wp-content/uploads/sites/11/2025/08/Aug192025303PM_153947648_sot_handbook__7.28.25.pdf,"Brenau University, North Atlanta, Norcross Campus Doctor of Occupational Therapy Publication of Program Outcomes",,,valid,,98.0,63,,2023-2025,
353,Georgia State University,,Georgia,OTD,,url_found,3,medium,https://news.gsu.edu/2024/01/17/occupational-therapy-doctorate-program-receives-its-accreditation-for-seven-years/,https://lewis.gsu.edu/files/2024/05/OTnewsletterMay2024.pdf,Georgia State University OTD ACOTE outcomes data,,2024,rejected,"Page is a news article about accreditation rather than an outcomes data report. While it mentions the OTD program is correct, it does not contain specific outcomes data (graduation rate, NBCOT pass rate, cohort size, employment rate) for the current program. The 99.6% pass rate mentioned refers to the previous master's program, not the current OTD program. No current graduation rate, employment rate, or cohort size data for the OTD program is provided.",,,,,
